idx,datetime,volume,askOpen,askHigh,askLow,askClose,bidOpen,bidHigh,bidLow,bidClose,midOpen,midHigh,midLow,midClose
0,2015-01-01 22:00:00,2814,2058.3,2073.5,2058.3,2066.4,2057.8,2072.9,2057.8,2065.9,2058.0,2073.2,2058.0,2066.2
1,2015-01-02 10:00:00,29513,2066.7,2072.7,2045.0,2052.8,2066.0,2072.1,2044.5,2052.3,2066.4,2072.4,2044.8,2052.6
2,2015-01-04 22:00:00,6879,2051.4,2054.4,2042.8,2049.2,2050.9,2053.9,2042.0,2048.7,2051.2,2054.2,2042.6,2049.0
3,2015-01-05 10:00:00,30263,2048.9,2050.4,2015.5,2024.1,2048.4,2049.9,2014.9,2023.6,2048.6,2050.2,2015.2,2023.8
4,2015-01-05 22:00:00,6593,2024.3,2026.3,2017.4,2019.3,2023.6,2025.7,2016.9,2018.8,2024.0,2026.0,2017.2,2019.0
5,2015-01-06 10:00:00,47708,2018.9,2029.5,1990.2,2000.6,2018.4,2029.0,1989.6,2000.1,2018.6,2029.2,1990.0,2000.4
6,2015-01-06 22:00:00,5906,2000.6,2008.9,2000.4,2007.5,2000.1,2008.3,1999.8,2007.0,2000.4,2008.6,2000.2,2007.2
7,2015-01-07 10:00:00,39679,2007.7,2029.4,2007.4,2026.4,2007.0,2028.9,2006.9,2025.9,2007.4,2029.2,2007.2,2026.2
8,2015-01-07 22:00:00,8634,2026.5,2044.1,2026.1,2038.2,2025.8,2043.6,2025.6,2037.7,2026.2,2043.8,2025.8,2038.0
9,2015-01-08 10:00:00,19736,2038.6,2064.2,2037.3,2059.2,2038.1,2063.6,2036.8,2058.7,2038.4,2063.8,2037.0,2059.0
10,2015-01-08 22:00:00,3951,2059.5,2060.6,2055.6,2056.9,2059.0,2060.1,2055.0,2056.4,2059.2,2060.4,2055.4,2056.6
11,2015-01-09 10:00:00,32625,2057.2,2067.5,2037.0,2041.4,2056.7,2066.9,2036.5,2040.9,2057.0,2067.2,2036.8,2041.2
12,2015-01-11 22:00:00,2645,2041.5,2051.6,2037.9,2050.8,2041.0,2051.1,2037.4,2050.3,2041.2,2051.4,2037.6,2050.6
13,2015-01-12 10:00:00,27338,2051.0,2053.6,2020.7,2029.0,2050.3,2053.1,2020.2,2028.5,2050.6,2053.4,2020.4,2028.8
14,2015-01-12 22:00:00,3788,2029.0,2037.5,2025.4,2035.5,2028.5,2037.0,2024.9,2035.0,2028.8,2037.2,2025.2,2035.2
15,2015-01-13 10:00:00,37127,2035.8,2057.0,2006.4,2023.7,2035.3,2056.5,2005.8,2023.2,2035.6,2056.8,2006.2,2023.4
16,2015-01-13 22:00:00,17434,2024.0,2024.6,2001.6,2020.0,2023.5,2024.0,2001.1,2019.5,2023.8,2024.2,2001.4,2019.8
