Gmt time,Open,Close,High,Low,Volume
2017-05-01 00:00:00,1.29316,1.29116,1.2934,1.2904,13089.15
2017-05-01 04:00:00,1.29119,1.29161,1.29233,1.29008,11924.91
2017-05-01 08:00:00,1.29162,1.29228,1.29363,1.29131,10983.25
2017-05-01 12:00:00,1.29229,1.29163,1.29359,1.29155,19769.43
2017-05-01 16:00:00,1.29163,1.28894,1.29211,1.28862,18203.27
2017-05-01 20:00:00,1.28894,1.28969,1.28981,1.28801,12557.58
2017-05-02 00:00:00,1.28969,1.29047,1.29089,1.28892,13892.2
2017-05-02 04:00:00,1.29047,1.28658,1.29057,1.28643,20287.96
2017-05-02 08:00:00,1.28658,1.29098,1.29284,1.28641,27174.91
2017-05-02 12:00:00,1.29104,1.29201,1.29284,1.29051,27208.96
2017-05-02 16:00:00,1.29199,1.29349,1.2936,1.29148,16499.66
2017-05-02 20:00:00,1.29347,1.29407,1.29408,1.29308,9456.25
2017-05-03 00:00:00,1.29407,1.29414,1.29474,1.29383,9932.59
2017-05-03 04:00:00,1.29415,1.29294,1.29441,1.28843,24744.01
2017-05-03 08:00:00,1.29294,1.29242,1.29336,1.29026,23972.51
2017-05-03 12:00:00,1.29242,1.29152,1.29304,1.28879,34415.95
2017-05-03 16:00:00,1.29151,1.28737,1.29254,1.28699,29007.049
2017-05-03 20:00:00,1.28736,1.28723,1.2875,1.28614,12632.471
2017-05-04 00:00:00,1.28723,1.2875,1.28775,1.2868,13659.15
2017-05-04 04:00:00,1.2875,1.28758,1.28817,1.28308,23019.71
2017-05-04 08:00:00,1.28758,1.28838,1.29041,1.2873,30812.531
2017-05-04 12:00:00,1.28839,1.29093,1.29233,1.28793,35917.93
2017-05-04 16:00:00,1.29097,1.29268,1.29271,1.2905,22344.9
2017-05-04 20:00:00,1.29268,1.29248,1.29319,1.2918,10550.58
2017-05-05 00:00:00,1.2925,1.29129,1.29269,1.29001,16777.27
2017-05-05 04:00:00,1.29131,1.29311,1.29419,1.29108,22685.371
2017-05-05 08:00:00,1.29311,1.29387,1.29421,1.29233,24305.41
2017-05-05 12:00:00,1.29388,1.29487,1.29683,1.29287,37124.68
2017-05-05 16:00:00,1.29487,1.29804,1.29815,1.29472,23629.61
2017-05-05 20:00:00,1.29805,1.29753,1.29837,1.29727,5908.08
2017-05-07 20:00:00,1.29817,1.2968,1.29888,1.29595,10830.9
2017-05-08 00:00:00,1.29676,1.29558,1.29683,1.29504,22541.69
2017-05-08 04:00:00,1.29559,1.29822,1.29862,1.29485,24379.8
2017-05-08 08:00:00,1.29821,1.29458,1.29859,1.29438,27995.87
2017-05-08 12:00:00,1.2946,1.29402,1.29658,1.29299,31849.25
2017-05-08 16:00:00,1.29402,1.29405,1.29472,1.29298,18916.64
2017-05-08 20:00:00,1.29408,1.29409,1.29469,1.2933,11584.109
2017-05-09 00:00:00,1.29409,1.295,1.29557,1.29377,23924.77
2017-05-09 04:00:00,1.295,1.29574,1.29608,1.29313,23990.54
2017-05-09 08:00:00,1.29574,1.29159,1.29586,1.29115,29763.54
2017-05-09 12:00:00,1.29158,1.29382,1.29537,1.29026,37021.133
2017-05-09 16:00:00,1.29383,1.29339,1.29466,1.29219,27301.99
2017-05-09 20:00:00,1.2934,1.29482,1.2956,1.29276,14936.48
2017-05-10 00:00:00,1.2948,1.29498,1.29568,1.29413,17267.66
2017-05-10 04:00:00,1.29499,1.29717,1.29844,1.2947,24321.5
2017-05-10 08:00:00,1.29717,1.29555,1.29879,1.29367,30807.61
2017-05-10 12:00:00,1.29559,1.29372,1.29578,1.29277,34311.27
2017-05-10 16:00:00,1.29374,1.29433,1.29473,1.29289,23629.23
2017-05-10 20:00:00,1.29431,1.29294,1.29458,1.29273,14567.46
2017-05-11 00:00:00,1.29294,1.29388,1.29449,1.29274,13873.4
2017-05-11 04:00:00,1.29387,1.29334,1.29484,1.29318,28429.01
2017-05-11 08:00:00,1.29337,1.28568,1.29389,1.28552,40112.44
2017-05-11 12:00:00,1.28572,1.28838,1.28907,1.28491,42023.6
2017-05-11 16:00:00,1.28838,1.28898,1.28951,1.2864,27932.35
2017-05-11 20:00:00,1.28896,1.28884,1.28941,1.28833,10640.55
2017-05-12 00:00:00,1.28882,1.28873,1.28995,1.2876,23547.67
2017-05-12 04:00:00,1.28873,1.28619,1.28925,1.28527,26087.879
2017-05-12 08:00:00,1.28619,1.28544,1.28746,1.28465,27868.531
2017-05-12 12:00:00,1.28544,1.28796,1.28937,1.28447,46360.242
2017-05-12 16:00:00,1.28796,1.28814,1.28858,1.28612,22561.469
2017-05-12 20:00:00,1.28816,1.28848,1.28901,1.28812,4061.67
2017-05-14 20:00:00,1.28752,1.28836,1.28923,1.28752,15958.09
2017-05-15 00:00:00,1.28836,1.29002,1.2903,1.28833,19511.44
2017-05-15 04:00:00,1.29003,1.29224,1.29352,1.2899,23791.02
2017-05-15 08:00:00,1.29224,1.29144,1.29405,1.2914,28682.71
2017-05-15 12:00:00,1.29146,1.29154,1.2925,1.29033,35574.78
2017-05-15 16:00:00,1.29154,1.29027,1.29182,1.28815,21067.82
2017-05-15 20:00:00,1.29025,1.29017,1.29046,1.28912,9694.31
2017-05-16 00:00:00,1.29016,1.29131,1.29179,1.29009,20435.29
2017-05-16 04:00:00,1.29131,1.29285,1.29338,1.29047,25268.02
2017-05-16 08:00:00,1.29283,1.28747,1.29571,1.28654,44127.55
2017-05-16 12:00:00,1.28749,1.29114,1.29196,1.28747,36126.69
2017-05-16 16:00:00,1.29111,1.29172,1.29299,1.2907,21447.44
2017-05-16 20:00:00,1.29173,1.2916,1.29237,1.29112,11506.84
2017-05-17 00:00:00,1.29162,1.29337,1.2942,1.29148,19832.67
2017-05-17 04:00:00,1.29337,1.29301,1.29416,1.29058,32941.56
2017-05-17 08:00:00,1.29301,1.29622,1.29778,1.29227,32131.04
2017-05-17 12:00:00,1.29622,1.29427,1.29906,1.2933,42773.88
2017-05-17 16:00:00,1.29427,1.29603,1.29675,1.29342,26378.53
2017-05-17 20:00:00,1.29608,1.29703,1.29837,1.29593,16543.11
2017-05-18 00:00:00,1.29704,1.29658,1.29757,1.29581,21120.01
2017-05-18 04:00:00,1.2966,1.29543,1.29761,1.29363,25815.05
2017-05-18 08:00:00,1.29543,1.30236,1.30476,1.29517,42945.492
2017-05-18 12:00:00,1.30236,1.30078,1.30383,1.29902,41517.53
2017-05-18 16:00:00,1.30076,1.29429,1.30127,1.28892,40854.492
2017-05-18 20:00:00,1.29425,1.29544,1.29565,1.29198,14617.85
2017-05-19 00:00:00,1.29541,1.29537,1.29583,1.29415,17579.09
2017-05-19 04:00:00,1.29536,1.29833,1.2986,1.29447,22394.01
2017-05-19 08:00:00,1.29833,1.30107,1.30188,1.29765,32518.55
2017-05-19 12:00:00,1.30106,1.30175,1.30358,1.30078,39143.848
2017-05-19 16:00:00,1.30175,1.3033,1.30398,1.30149,26062.98
2017-05-19 20:00:00,1.3033,1.30349,1.30379,1.303,3882.42
2017-05-21 20:00:00,1.29901,1.30094,1.3025,1.29901,6720.5303
2017-05-22 00:00:00,1.30092,1.30031,1.30096,1.29736,23364.291
2017-05-22 04:00:00,1.3003,1.29825,1.30051,1.2966,28244.61
2017-05-22 08:00:00,1.29825,1.30085,1.30154,1.29654,36189.188
2017-05-22 12:00:00,1.30085,1.30056,1.30429,1.29957,36223.27
2017-05-22 16:00:00,1.30055,1.29976,1.30137,1.29921,19797.26
2017-05-22 20:00:00,1.29977,1.29918,1.30047,1.2987,13474.5
2017-05-23 00:00:00,1.29915,1.29796,1.29961,1.29736,20069.47
2017-05-23 04:00:00,1.29797,1.29852,1.30001,1.29529,33999.37
2017-05-23 08:00:00,1.29853,1.29703,1.29975,1.29607,36736.32
2017-05-23 12:00:00,1.29702,1.29817,1.30335,1.29688,34633.63
2017-05-23 16:00:00,1.29813,1.29648,1.2992,1.29601,21745.72
2017-05-23 20:00:00,1.29652,1.29558,1.29672,1.29547,10257.47
2017-05-24 00:00:00,1.29557,1.29691,1.29748,1.29557,16007.99
2017-05-24 04:00:00,1.29691,1.29708,1.29833,1.29627,20256.64
2017-05-24 08:00:00,1.29706,1.29649,1.29988,1.29577,28678.74
2017-05-24 12:00:00,1.29651,1.29343,1.29713,1.2931,35881.758
2017-05-24 16:00:00,1.29343,1.29603,1.29708,1.2927,29114.8
2017-05-24 20:00:00,1.29602,1.29776,1.2979,1.296,12850.2
2017-05-25 00:00:00,1.29776,1.29785,1.29859,1.29699,12869.4
2017-05-25 04:00:00,1.29789,1.29872,1.29942,1.2976,17118.59
2017-05-25 08:00:00,1.29873,1.2962,1.30149,1.29396,29983.12
2017-05-25 12:00:00,1.29617,1.29531,1.29664,1.29316,33547.51
2017-05-25 16:00:00,1.29531,1.29412,1.2962,1.29322,17961.58
2017-05-25 20:00:00,1.29414,1.29297,1.29468,1.29271,8989.8
2017-05-26 00:00:00,1.29298,1.28885,1.29301,1.28671,22696.121
2017-05-26 04:00:00,1.28887,1.28755,1.28917,1.286,21853.7
2017-05-26 08:00:00,1.28755,1.2837,1.28826,1.28369,29126.5
2017-05-26 12:00:00,1.2837,1.27921,1.285,1.27754,38870.61
2017-05-26 16:00:00,1.27922,1.28116,1.28174,1.27826,17623.73
2017-05-26 20:00:00,1.28116,1.28032,1.28148,1.28013,4291.1
2017-05-28 20:00:00,1.28008,1.28134,1.28168,1.27974,5047.35
2017-05-29 00:00:00,1.28134,1.28177,1.28258,1.28112,9763.71
2017-05-29 04:00:00,1.28177,1.28327,1.28346,1.28177,12986.41
2017-05-29 08:00:00,1.28327,1.28441,1.28485,1.28316,19332.0
2017-05-29 12:00:00,1.28442,1.28445,1.28492,1.28276,16968.91
2017-05-29 16:00:00,1.28445,1.28384,1.28499,1.2835,16077.18
2017-05-29 20:00:00,1.28385,1.28141,1.28409,1.28082,13635.5
2017-05-30 00:00:00,1.28142,1.28141,1.28211,1.2794,13722.631
2017-05-30 04:00:00,1.28141,1.28592,1.2864,1.28037,20906.39
2017-05-30 08:00:00,1.28591,1.28651,1.28792,1.2843,28796.469
2017-05-30 12:00:00,1.2865,1.28567,1.28882,1.28459,33358.46
2017-05-30 16:00:00,1.28568,1.28577,1.2861,1.28384,16791.66
2017-05-30 20:00:00,1.28577,1.28082,1.28637,1.27906,12769.44
2017-05-31 00:00:00,1.28081,1.28208,1.28312,1.28069,13671.16
2017-05-31 04:00:00,1.28208,1.28103,1.28256,1.27877,22737.03
2017-05-31 08:00:00,1.28104,1.28413,1.28561,1.27692,34044.55
2017-05-31 12:00:00,1.28413,1.29036,1.29208,1.28385,42438.77
2017-05-31 16:00:00,1.29036,1.28844,1.29071,1.28771,22213.08
2017-05-31 20:00:00,1.28849,1.28756,1.28923,1.28677,12939.98
2017-06-01 00:00:00,1.28753,1.28786,1.2889,1.287,12477.7
2017-06-01 04:00:00,1.28787,1.28732,1.28792,1.28401,17795.959
2017-06-01 08:00:00,1.28733,1.28565,1.28897,1.28297,30009.26
2017-06-01 12:00:00,1.28563,1.28918,1.29157,1.2836,39278.14
2017-06-01 16:00:00,1.28917,1.28847,1.28945,1.2875,19035.06
2017-06-01 20:00:00,1.28845,1.28861,1.28899,1.28781,7522.9
2017-06-02 00:00:00,1.28861,1.28768,1.28956,1.28712,9894.801
2017-06-02 04:00:00,1.28768,1.28625,1.28802,1.28557,14706.35
2017-06-02 08:00:00,1.28624,1.28504,1.28786,1.28457,24358.129
2017-06-02 12:00:00,1.28504,1.28837,1.29034,1.28459,39900.68
2017-06-02 16:00:00,1.28837,1.28799,1.28876,1.28745,15782.05
2017-06-02 20:00:00,1.28797,1.28894,1.28944,1.2878,3174.69
2017-06-04 20:00:00,1.2857,1.28672,1.28766,1.2856,9922.03
2017-06-05 00:00:00,1.28671,1.28662,1.28725,1.28595,10418.65
2017-06-05 04:00:00,1.2866,1.28801,1.28829,1.28624,13392.53
2017-06-05 08:00:00,1.28802,1.29123,1.29145,1.28624,26808.75
2017-06-05 12:00:00,1.29123,1.2916,1.29407,1.28933,24185.25
2017-06-05 16:00:00,1.29159,1.29084,1.29278,1.29061,12269.391
2017-06-05 20:00:00,1.29084,1.29057,1.29112,1.28934,7480.44
2017-06-06 00:00:00,1.29055,1.29293,1.29312,1.29043,11304.79
2017-06-06 04:00:00,1.29293,1.29253,1.29493,1.29056,18971.71
2017-06-06 08:00:00,1.29254,1.29043,1.29317,1.28979,24946.18
2017-06-06 12:00:00,1.29043,1.28996,1.29145,1.28718,30224.48
2017-06-06 16:00:00,1.28998,1.29075,1.29091,1.28795,15996.76
2017-06-06 20:00:00,1.29077,1.2906,1.29142,1.29022,8563.75
2017-06-07 00:00:00,1.29056,1.29,1.29107,1.28957,9347.42
2017-06-07 04:00:00,1.29,1.28944,1.29194,1.28873,15982.689
2017-06-07 08:00:00,1.28943,1.29076,1.29215,1.28875,28384.93
2017-06-07 12:00:00,1.29073,1.2941,1.29687,1.29032,35416.08
2017-06-07 16:00:00,1.29409,1.29639,1.29652,1.29092,25905.648
2017-06-07 20:00:00,1.29639,1.29631,1.29666,1.29504,9207.85
2017-06-08 00:00:00,1.29631,1.29553,1.29662,1.29536,9616.609
2017-06-08 04:00:00,1.29553,1.29707,1.29763,1.29497,16132.38
2017-06-08 08:00:00,1.29707,1.29453,1.29774,1.29329,28170.41
2017-06-08 12:00:00,1.29453,1.2937,1.29542,1.29079,42112.18
2017-06-08 16:00:00,1.2937,1.29482,1.29486,1.29168,17454.56
2017-06-08 20:00:00,1.29483,1.27234,1.29601,1.27035,39131.04
2017-06-09 00:00:00,1.27249,1.27499,1.28023,1.26943,41882.84
2017-06-09 04:00:00,1.27498,1.27064,1.27822,1.26352,44062.65
2017-06-09 08:00:00,1.27065,1.27439,1.27796,1.26864,40210.96
2017-06-09 12:00:00,1.27441,1.27355,1.27548,1.27182,32306.059
2017-06-09 16:00:00,1.27353,1.27317,1.27433,1.27063,21094.02
2017-06-09 20:00:00,1.27317,1.27365,1.27459,1.27279,3671.76
2017-06-11 20:00:00,1.27133,1.27429,1.27462,1.27105,8949.141
2017-06-12 00:00:00,1.27424,1.27589,1.27693,1.27359,11976.57
2017-06-12 04:00:00,1.2759,1.27355,1.2769,1.27336,19391.91
2017-06-12 08:00:00,1.27354,1.26815,1.27422,1.26809,30821.031
2017-06-12 12:00:00,1.26815,1.26567,1.2684,1.26454,46495.742
2017-06-12 16:00:00,1.26567,1.26578,1.26599,1.26385,17051.129
2017-06-12 20:00:00,1.2658,1.26693,1.26788,1.26521,11253.7
2017-06-13 00:00:00,1.26693,1.26508,1.26722,1.26437,16596.47
2017-06-13 04:00:00,1.26508,1.26858,1.26935,1.26418,19833.73
2017-06-13 08:00:00,1.26859,1.27313,1.27359,1.26827,31238.102
2017-06-13 12:00:00,1.27313,1.27376,1.27479,1.27094,30012.78
2017-06-13 16:00:00,1.27376,1.27543,1.27565,1.27368,18133.38
2017-06-13 20:00:00,1.27543,1.2748,1.27563,1.27467,9664.3
2017-06-14 00:00:00,1.2748,1.27463,1.27525,1.27423,14517.43
2017-06-14 04:00:00,1.27463,1.27814,1.27963,1.27385,21301.22
2017-06-14 08:00:00,1.27816,1.27291,1.27816,1.27233,31914.49
2017-06-14 12:00:00,1.2729,1.28059,1.28131,1.27281,43410.258
2017-06-14 16:00:00,1.28062,1.27473,1.28177,1.27296,39446.418
2017-06-14 20:00:00,1.2747,1.27534,1.27604,1.27444,10960.82
2017-06-15 00:00:00,1.27533,1.27468,1.27579,1.27402,16203.88
2017-06-15 04:00:00,1.2747,1.27274,1.27503,1.2723,21018.04
2017-06-15 08:00:00,1.27277,1.27661,1.27953,1.26902,44497.203
2017-06-15 12:00:00,1.27661,1.27664,1.27752,1.27235,37456.12
2017-06-15 16:00:00,1.27667,1.2755,1.27667,1.27454,17175.73
2017-06-15 20:00:00,1.2755,1.27599,1.2765,1.27505,9649.65
2017-06-16 00:00:00,1.27598,1.27708,1.27858,1.27578,15525.22
2017-06-16 04:00:00,1.27708,1.27713,1.27843,1.27583,23351.65
2017-06-16 08:00:00,1.27712,1.27617,1.278,1.2759,28390.879
2017-06-16 12:00:00,1.27617,1.27768,1.28052,1.27615,33224.87
2017-06-16 16:00:00,1.27769,1.27832,1.2799,1.27752,14683.43
2017-06-16 20:00:00,1.27831,1.27726,1.27844,1.27712,4419.54
2017-06-18 20:00:00,1.27553,1.27743,1.27798,1.27553,9576.7295
2017-06-19 00:00:00,1.27743,1.27763,1.27816,1.27637,11276.64
2017-06-19 04:00:00,1.27763,1.27914,1.2804,1.27662,21240.4
2017-06-19 08:00:00,1.27914,1.27881,1.28144,1.27866,27379.76
2017-06-19 12:00:00,1.27879,1.27413,1.27976,1.27233,34889.54
2017-06-19 16:00:00,1.27412,1.27323,1.27482,1.27275,20301.77
2017-06-19 20:00:00,1.27323,1.27304,1.27385,1.27268,13707.9
2017-06-20 00:00:00,1.27303,1.27365,1.27386,1.27235,15841.4
2017-06-20 04:00:00,1.27365,1.26778,1.27577,1.2668,25576.86
2017-06-20 08:00:00,1.26775,1.26715,1.27016,1.2661,33052.16
2017-06-20 12:00:00,1.26715,1.26253,1.26768,1.26029,64323.16
2017-06-20 16:00:00,1.26252,1.263,1.26345,1.26142,19919.36
2017-06-20 20:00:00,1.26301,1.26317,1.26366,1.26208,13276.25
2017-06-21 00:00:00,1.26317,1.26324,1.26339,1.2621,10376.48
2017-06-21 04:00:00,1.26323,1.25942,1.26348,1.25897,19907.66
2017-06-21 08:00:00,1.25942,1.26928,1.27089,1.2589,37370.668
2017-06-21 12:00:00,1.26931,1.26654,1.27098,1.26507,34280.188
2017-06-21 16:00:00,1.26653,1.26661,1.26719,1.26402,19704.94
2017-06-21 20:00:00,1.26658,1.26743,1.26828,1.26596,13840.34
2017-06-22 00:00:00,1.26742,1.2671,1.26774,1.26577,12970.95
2017-06-22 04:00:00,1.2671,1.26587,1.26867,1.26574,17123.0
2017-06-22 08:00:00,1.26592,1.26704,1.26746,1.26549,29245.73
2017-06-22 12:00:00,1.26702,1.26582,1.2678,1.26541,43925.992
2017-06-22 16:00:00,1.2658,1.26882,1.26911,1.26579,18354.65
2017-06-22 20:00:00,1.26884,1.26777,1.26896,1.26753,13979.39
2017-06-23 00:00:00,1.26777,1.27024,1.27032,1.26756,11469.01
2017-06-23 04:00:00,1.27022,1.27281,1.27444,1.26959,22681.49
2017-06-23 08:00:00,1.2728,1.27258,1.27405,1.27142,26450.19
2017-06-23 12:00:00,1.27257,1.27264,1.27429,1.27052,30134.07
2017-06-23 16:00:00,1.27264,1.27246,1.2731,1.27139,15077.859
2017-06-23 20:00:00,1.27247,1.27159,1.27278,1.27159,4343.82
2017-06-25 20:00:00,1.2733,1.27446,1.27448,1.27307,4978.25
2017-06-26 00:00:00,1.27446,1.27483,1.27547,1.27387,10478.96
2017-06-26 04:00:00,1.27484,1.27532,1.27594,1.27399,19423.291
2017-06-26 08:00:00,1.27534,1.2728,1.2755,1.27061,31498.66
2017-06-26 12:00:00,1.27281,1.27309,1.2752,1.27256,31186.35
2017-06-26 16:00:00,1.27309,1.27191,1.2731,1.27102,15570.93
2017-06-26 20:00:00,1.27191,1.27234,1.27244,1.27177,10654.859
2017-06-27 00:00:00,1.27231,1.27273,1.27275,1.2716,12749.08
2017-06-27 04:00:00,1.27273,1.27324,1.27415,1.27179,19587.28
2017-06-27 08:00:00,1.27323,1.27538,1.27718,1.27297,38459.27
2017-06-27 12:00:00,1.27539,1.27901,1.27953,1.27487,32678.24
2017-06-27 16:00:00,1.279,1.28268,1.28608,1.27785,28311.61
2017-06-27 20:00:00,1.28268,1.28127,1.28289,1.28093,16136.64
2017-06-28 00:00:00,1.28127,1.28153,1.28203,1.28079,16049.49
2017-06-28 04:00:00,1.28153,1.28212,1.28281,1.27936,29066.57
2017-06-28 08:00:00,1.28219,1.28303,1.28338,1.28099,34774.61
2017-06-28 12:00:00,1.28303,1.29354,1.2972,1.28171,57847.84
2017-06-28 16:00:00,1.29355,1.29308,1.29452,1.29194,21908.44
2017-06-28 20:00:00,1.29307,1.29394,1.29439,1.29223,15384.61
2017-06-29 00:00:00,1.29394,1.2957,1.29751,1.29378,16867.82
2017-06-29 04:00:00,1.2957,1.29775,1.29947,1.29506,24630.7
2017-06-29 08:00:00,1.29764,1.29705,1.30071,1.29544,35253.34
2017-06-29 12:00:00,1.2971,1.29824,1.3,1.29569,36734.633
2017-06-29 16:00:00,1.29823,1.29977,1.30152,1.29785,23933.77
2017-06-29 20:00:00,1.29975,1.30081,1.30131,1.29924,17186.59
2017-06-30 00:00:00,1.30079,1.30183,1.30298,1.30037,19775.7
2017-06-30 04:00:00,1.30183,1.301,1.30245,1.29987,25970.84
2017-06-30 08:00:00,1.30099,1.29784,1.30195,1.29589,32292.87
2017-06-30 12:00:00,1.29784,1.29937,1.29947,1.29459,35295.65
2017-06-30 16:00:00,1.29934,1.30246,1.30253,1.29924,17685.95
2017-06-30 20:00:00,1.30244,1.30183,1.30284,1.30183,3642.85
2017-07-02 20:00:00,1.30039,1.30151,1.30232,1.30028,7412.2603
2017-07-03 00:00:00,1.30151,1.29985,1.30172,1.29973,14938.16
2017-07-03 04:00:00,1.29987,1.30064,1.30223,1.29923,20785.18
2017-07-03 08:00:00,1.30064,1.29528,1.30064,1.29436,32926.14
2017-07-03 12:00:00,1.29529,1.29497,1.29787,1.29317,33807.38
2017-07-03 16:00:00,1.29496,1.29437,1.29626,1.29353,15773.22
2017-07-03 20:00:00,1.29437,1.29483,1.29492,1.29324,14275.029
2017-07-04 00:00:00,1.29482,1.29461,1.29553,1.29337,13614.58
2017-07-04 04:00:00,1.29462,1.29469,1.29587,1.29226,25455.36
2017-07-04 08:00:00,1.29469,1.29303,1.29501,1.29148,28316.69
2017-07-04 12:00:00,1.29303,1.29187,1.29429,1.29173,24114.95
2017-07-04 16:00:00,1.29186,1.29203,1.2932,1.29122,38798.03
2017-07-04 20:00:00,1.29204,1.29351,1.29358,1.29117,23337.37
2017-07-05 00:00:00,1.29352,1.29321,1.29476,1.29308,15993.93
2017-07-05 04:00:00,1.29321,1.29153,1.29373,1.29014,23237.43
2017-07-05 08:00:00,1.29152,1.2919,1.29225,1.2893,30060.56
2017-07-05 12:00:00,1.2919,1.29328,1.29354,1.2903,25520.34
2017-07-05 16:00:00,1.29329,1.29266,1.29364,1.29085,22570.25
2017-07-05 20:00:00,1.29266,1.29305,1.29387,1.29244,16430.42
2017-07-06 00:00:00,1.29302,1.29374,1.29438,1.29195,16160.29
2017-07-06 04:00:00,1.29374,1.29248,1.29469,1.29233,16864.6
2017-07-06 08:00:00,1.29249,1.29444,1.29834,1.29248,37704.23
2017-07-06 12:00:00,1.29446,1.29646,1.29694,1.2924,29169.75
2017-07-06 16:00:00,1.29648,1.29662,1.29764,1.29475,18430.6
2017-07-06 20:00:00,1.29662,1.29682,1.29729,1.29641,9415.32
2017-07-07 00:00:00,1.29682,1.29684,1.29745,1.29617,14147.93
2017-07-07 04:00:00,1.29686,1.29543,1.29734,1.29481,18469.49
2017-07-07 08:00:00,1.29541,1.28988,1.29578,1.28867,28038.34
2017-07-07 12:00:00,1.28989,1.28788,1.29188,1.28666,36742.0
2017-07-07 16:00:00,1.2879,1.2888,1.28932,1.28724,14484.721
2017-07-07 20:00:00,1.2888,1.28864,1.28883,1.28774,3339.63
2017-07-09 20:00:00,1.28767,1.28902,1.28912,1.28744,7940.9697
2017-07-10 00:00:00,1.289,1.28942,1.29003,1.28876,8844.95
2017-07-10 04:00:00,1.28943,1.28923,1.29079,1.2882,17193.6
2017-07-10 08:00:00,1.28923,1.28809,1.28946,1.28574,25471.69
2017-07-10 12:00:00,1.28807,1.28832,1.28914,1.28546,23659.29
2017-07-10 16:00:00,1.28836,1.28819,1.28895,1.28702,10855.91
2017-07-10 20:00:00,1.28819,1.28802,1.28821,1.2875,9466.82
2017-07-11 00:00:00,1.28799,1.28797,1.28822,1.28718,8362.1
2017-07-11 04:00:00,1.28798,1.28948,1.29037,1.28696,13918.19
2017-07-11 08:00:00,1.28952,1.29059,1.29271,1.2894,21005.531
2017-07-11 12:00:00,1.29061,1.28498,1.29226,1.2832,34416.17
2017-07-11 16:00:00,1.28499,1.28466,1.2861,1.28308,26678.21
2017-07-11 20:00:00,1.28466,1.28587,1.28601,1.28354,13188.91
2017-07-12 00:00:00,1.28587,1.28518,1.28647,1.28411,16718.12
2017-07-12 04:00:00,1.28517,1.28126,1.28569,1.28116,25520.6
2017-07-12 08:00:00,1.28126,1.2878,1.28852,1.28119,32495.191
2017-07-12 12:00:00,1.28789,1.28873,1.29073,1.28552,45340.19
2017-07-12 16:00:00,1.28871,1.28841,1.29001,1.28771,16621.52
2017-07-12 20:00:00,1.28841,1.2892,1.29,1.2879,9324.5
2017-07-13 00:00:00,1.28917,1.28961,1.29052,1.28901,13872.08
2017-07-13 04:00:00,1.28962,1.29325,1.29524,1.28941,19251.66
2017-07-13 08:00:00,1.29326,1.2938,1.29445,1.29146,29904.531
2017-07-13 12:00:00,1.2938,1.29193,1.29549,1.2912,30005.59
2017-07-13 16:00:00,1.29192,1.29454,1.29472,1.29149,29995.291
2017-07-13 20:00:00,1.29451,1.29468,1.29473,1.29354,8289.63
2017-07-14 00:00:00,1.29467,1.29517,1.29523,1.29352,12869.03
2017-07-14 04:00:00,1.29516,1.29517,1.29655,1.29492,18986.76
2017-07-14 08:00:00,1.29518,1.29792,1.29838,1.29485,23723.9
2017-07-14 12:00:00,1.29794,1.30771,1.30931,1.29703,51784.473
