idx,datetime,volume,askOpen,askHigh,askLow,askClose,bidOpen,bidHigh,bidLow,bidClose,midOpen,midHigh,midLow,midClose
0,2015-01-01 22:00:00,2377,1.55902,1.55973,1.55445,1.55544,1.55756,1.55833,1.5541,1.55523,1.55829,1.55873,1.55428,1.55534
1,2015-01-02 02:00:00,1122,1.55548,1.55597,1.55425,1.55487,1.55526,1.55562,1.55399,1.5546,1.55537,1.55574,1.55414,1.55474
2,2015-01-02 06:00:00,4514,1.55487,1.55524,1.54777,1.54805,1.5546,1.55498,1.54755,1.54785,1.55474,1.55511,1.54766,1.54795
3,2015-01-02 10:00:00,4504,1.54803,1.54816,1.5414,1.54179,1.5478,1.54796,1.54114,1.5416,1.54792,1.54806,1.54127,1.5417
4,2015-01-02 14:00:00,5109,1.54176,1.54211,1.53538,1.53599,1.54156,1.54186,1.5352,1.53579,1.54166,1.54198,1.53529,1.53589
5,2015-01-02 18:00:00,1491,1.53596,1.53596,1.53288,1.53304,1.53575,1.53575,1.53241,1.53252,1.53586,1.53586,1.53272,1.53278
6,2015-01-04 22:00:00,4367,1.531,1.53213,1.51739,1.53044,1.5299,1.5318,1.51539,1.53018,1.53045,1.53196,1.51639,1.53031
7,2015-01-05 02:00:00,954,1.53048,1.53057,1.52787,1.52875,1.53021,1.5303,1.52768,1.52852,1.53034,1.53043,1.52778,1.52864
8,2015-01-05 06:00:00,4086,1.52871,1.53211,1.52746,1.53071,1.52849,1.53184,1.52724,1.53052,1.5286,1.53196,1.52735,1.53062
9,2015-01-05 10:00:00,5386,1.53073,1.53083,1.52062,1.52088,1.53057,1.53065,1.52042,1.52071,1.53065,1.53074,1.52052,1.5208
10,2015-01-05 14:00:00,3860,1.52093,1.52476,1.52044,1.52274,1.52076,1.52457,1.52021,1.52253,1.52084,1.52466,1.52034,1.52264
11,2015-01-05 18:00:00,1733,1.52277,1.52717,1.52225,1.52535,1.52261,1.52697,1.52208,1.52476,1.52269,1.52706,1.52216,1.52506
12,2015-01-05 22:00:00,1162,1.52562,1.5267,1.52483,1.52616,1.52481,1.52651,1.52451,1.52598,1.52522,1.5266,1.52468,1.52607
13,2015-01-06 02:00:00,599,1.52611,1.52747,1.5258,1.52623,1.52594,1.52731,1.52559,1.52603,1.52602,1.52739,1.5257,1.52613
14,2015-01-06 06:00:00,4440,1.52624,1.52717,1.51891,1.52034,1.52603,1.52695,1.51873,1.52014,1.52614,1.52706,1.51882,1.52024
15,2015-01-06 10:00:00,4137,1.52034,1.52075,1.51688,1.51801,1.52017,1.52057,1.5167,1.51785,1.52026,1.52066,1.51679,1.51793
16,2015-01-06 14:00:00,6390,1.51805,1.51987,1.51533,1.51733,1.5179,1.51968,1.51517,1.51717,1.51798,1.51977,1.51525,1.51725
17,2015-01-06 18:00:00,2737,1.5174,1.5192,1.51427,1.51537,1.51721,1.51902,1.51407,1.51497,1.5173,1.5191,1.51417,1.51517
18,2015-01-06 22:00:00,4857,1.51537,1.51561,1.51143,1.51451,1.51497,1.51497,1.51053,1.51432,1.51517,1.51517,1.51098,1.51442
19,2015-01-07 02:00:00,667,1.51446,1.51495,1.51353,1.51395,1.51428,1.51474,1.51333,1.51375,1.51437,1.51484,1.51344,1.51385
20,2015-01-07 06:00:00,3993,1.51393,1.51568,1.51165,1.51225,1.51374,1.51548,1.51142,1.51191,1.51384,1.51558,1.51154,1.51208
21,2015-01-07 10:00:00,6470,1.51216,1.51446,1.50989,1.51062,1.51182,1.51427,1.50969,1.51045,1.51199,1.51436,1.50979,1.51054
22,2015-01-07 14:00:00,4451,1.51067,1.51069,1.50558,1.50883,1.5105,1.51053,1.50537,1.50867,1.51058,1.51061,1.50548,1.50875
23,2015-01-07 18:00:00,5093,1.50889,1.51277,1.50816,1.5114,1.50871,1.51258,1.50777,1.51096,1.5088,1.51268,1.50797,1.51118
