idx,datetime,volume,askOpen,askHigh,askLow,askClose,bidOpen,bidHigh,bidLow,bidClose,midOpen,midHigh,midLow,midClose
0,2015-01-01 22:00:00,1823,4238.8,4257.1,4238.8,4255.9,4238.0,4256.5,4238.0,4255.3,4238.4,4256.8,4238.4,4255.6
1,2015-01-02 02:00:00,1417,4255.8,4261.1,4255.1,4257.6,4255.0,4260.3,4254.4,4257.0,4255.4,4260.6,4254.8,4257.3
2,2015-01-02 06:00:00,10789,4257.8,4266.3,4250.1,4252.5,4257.0,4265.5,4249.4,4251.9,4257.4,4265.8,4249.8,4252.2
3,2015-01-02 10:00:00,6913,4252.7,4258.6,4248.8,4258.0,4251.9,4257.7,4248.1,4257.4,4252.3,4258.1,4248.5,4257.7
4,2015-01-02 14:00:00,96487,4258.3,4276.2,4204.5,4216.3,4257.7,4275.5,4203.9,4215.7,4258.0,4275.8,4204.2,4216.0
5,2015-01-02 18:00:00,41743,4216.4,4237.3,4204.7,4218.8,4215.6,4236.7,4204.1,4218.2,4216.0,4237.0,4204.4,4218.5
6,2015-01-04 22:00:00,5719,4218.2,4218.2,4200.5,4213.1,4217.1,4217.2,4199.8,4212.3,4217.6,4217.6,4200.2,4212.7
7,2015-01-05 02:00:00,4790,4213.0,4223.9,4210.3,4217.8,4212.4,4223.2,4209.6,4217.0,4212.7,4223.5,4210.0,4217.4
8,2015-01-05 06:00:00,15130,4217.7,4224.1,4208.6,4212.1,4217.1,4223.4,4208.0,4211.5,4217.4,4223.7,4208.3,4211.8
9,2015-01-05 10:00:00,17419,4212.3,4214.9,4198.4,4202.2,4211.5,4214.3,4197.7,4201.6,4211.9,4214.6,4198.1,4201.9
10,2015-01-05 14:00:00,104730,4202.2,4210.4,4162.3,4167.9,4201.4,4209.8,4161.6,4167.3,4201.8,4210.1,4162.0,4167.6
11,2015-01-05 18:00:00,63123,4168.0,4170.6,4148.3,4169.3,4167.2,4169.9,4147.7,4168.7,4167.6,4170.2,4148.0,4169.0
12,2015-01-05 22:00:00,3830,4169.5,4172.3,4162.6,4166.0,4168.7,4171.7,4161.9,4165.4,4169.1,4172.0,4162.3,4165.7
13,2015-01-06 02:00:00,4899,4166.1,4168.6,4158.4,4162.4,4165.3,4168.0,4157.7,4161.6,4165.7,4168.3,4158.1,4162.0
14,2015-01-06 06:00:00,18159,4162.1,4170.9,4152.8,4155.1,4161.5,4170.2,4152.2,4154.5,4161.8,4170.5,4152.5,4154.8
15,2015-01-06 10:00:00,18627,4155.2,4175.4,4152.3,4162.9,4154.4,4174.8,4151.7,4162.3,4154.8,4175.1,4152.0,4162.6
16,2015-01-06 14:00:00,118243,4163.0,4173.9,4091.5,4120.2,4162.2,4173.2,4090.9,4119.6,4162.6,4173.5,4091.2,4119.9
17,2015-01-06 18:00:00,115082,4120.3,4147.6,4085.5,4102.9,4119.5,4146.9,4084.6,4102.3,4119.9,4147.2,4085.2,4102.6
18,2015-01-06 22:00:00,3054,4103.2,4117.0,4101.8,4115.5,4102.4,4116.3,4100.8,4114.7,4102.8,4116.6,4101.4,4115.1
19,2015-01-07 02:00:00,3210,4115.4,4117.3,4111.5,4112.9,4114.8,4116.6,4110.7,4112.1,4115.1,4116.9,4111.1,4112.5
20,2015-01-07 06:00:00,16478,4112.8,4122.0,4110.7,4119.4,4112.2,4121.4,4110.0,4118.6,4112.5,4121.7,4110.4,4119.0
21,2015-01-07 10:00:00,18694,4119.5,4141.9,4118.8,4130.5,4118.9,4140.3,4118.1,4129.7,4119.2,4141.1,4118.5,4130.1
22,2015-01-07 14:00:00,100290,4130.3,4166.6,4120.7,4157.1,4129.7,4165.9,4120.1,4156.5,4130.0,4166.2,4120.4,4156.8
23,2015-01-07 18:00:00,70255,4157.2,4162.3,4143.7,4156.0,4156.4,4161.7,4143.1,4155.4,4156.8,4162.0,4143.4,4155.7
24,2015-01-07 22:00:00,8981,4156.2,4196.7,4155.3,4189.2,4155.4,4195.9,4154.6,4188.6,4155.8,4196.2,4155.0,4188.9
25,2015-01-08 02:00:00,5873,4189.3,4192.3,4181.3,4185.3,4188.5,4191.6,4180.6,4184.7,4188.9,4191.9,4181.0,4185.0
26,2015-01-08 06:00:00,11092,4185.3,4190.1,4180.2,4185.9,4184.5,4189.3,4179.5,4185.1,4184.9,4189.6,4179.9,4185.5
27,2015-01-08 10:00:00,13542,4186.2,4199.8,4182.5,4188.7,4185.1,4199.2,4181.9,4188.1,4185.6,4199.5,4182.2,4188.4
28,2015-01-08 14:00:00,63766,4188.8,4239.6,4186.5,4237.1,4188.0,4238.9,4185.9,4236.5,4188.4,4239.2,4186.2,4236.8
29,2015-01-08 18:00:00,32162,4237.1,4245.8,4232.0,4233.9,4236.3,4245.2,4231.4,4233.3,4236.7,4245.5,4231.7,4233.6
30,2015-01-08 22:00:00,2413,4234.2,4237.1,4231.8,4234.8,4233.4,4236.4,4231.1,4234.2,4233.8,4236.7,4231.5,4234.5
31,2015-01-09 02:00:00,2496,4234.9,4238.5,4231.9,4236.0,4234.1,4237.8,4231.2,4235.2,4234.5,4238.1,4231.6,4235.6
32,2015-01-09 06:00:00,10276,4235.9,4240.5,4229.1,4231.8,4235.3,4239.7,4228.4,4231.0,4235.6,4240.1,4228.8,4231.4
33,2015-01-09 10:00:00,23854,4231.7,4255.8,4224.3,4247.3,4231.1,4255.0,4222.9,4246.5,4231.4,4255.4,4223.6,4246.9
34,2015-01-09 14:00:00,105964,4247.1,4251.7,4184.2,4206.3,4246.5,4250.9,4183.6,4205.7,4246.8,4251.3,4183.9,4206.0
35,2015-01-09 18:00:00,48215,4206.4,4230.8,4202.6,4204.8,4205.6,4230.1,4201.9,4204.2,4206.0,4230.4,4202.3,4204.5
36,2015-01-11 22:00:00,2090,4206.8,4211.3,4198.4,4204.8,4205.5,4210.6,4197.5,4204.0,4206.2,4210.9,4198.0,4204.4
37,2015-01-12 02:00:00,1786,4204.7,4207.4,4198.8,4200.4,4204.1,4206.7,4197.8,4199.6,4204.4,4207.0,4198.4,4200.0
38,2015-01-12 06:00:00,10072,4200.5,4229.3,4199.9,4227.0,4199.2,4228.5,4198.8,4226.2,4199.8,4228.8,4199.4,4226.6
39,2015-01-12 10:00:00,12878,4227.1,4230.4,4208.3,4214.1,4226.5,4229.8,4207.7,4213.5,4226.8,4230.1,4208.0,4213.8
40,2015-01-12 14:00:00,107755,4214.3,4221.4,4155.2,4170.8,4213.5,4220.8,4154.5,4170.2,4213.9,4221.1,4154.9,4170.5
41,2015-01-12 18:00:00,48160,4170.9,4176.1,4154.1,4172.3,4170.1,4175.5,4153.4,4171.5,4170.5,4175.8,4153.8,4171.9
42,2015-01-12 22:00:00,2045,4172.5,4176.3,4169.1,4172.0,4171.4,4175.6,4168.2,4171.2,4172.0,4175.9,4168.8,4171.6
43,2015-01-13 02:00:00,2846,4171.9,4179.7,4169.8,4179.5,4171.3,4179.1,4168.9,4178.7,4171.6,4179.4,4169.4,4179.1
44,2015-01-13 06:00:00,14639,4179.4,4191.5,4163.5,4186.7,4178.8,4190.8,4162.8,4186.1,4179.1,4191.1,4163.2,4186.4
45,2015-01-13 10:00:00,12094,4186.8,4199.3,4179.3,4194.7,4186.0,4198.6,4178.7,4193.9,4186.4,4198.9,4179.0,4194.3
46,2015-01-13 14:00:00,79360,4194.6,4250.9,4194.3,4214.2,4194.0,4250.1,4193.7,4213.6,4194.3,4250.5,4194.0,4213.9
47,2015-01-13 18:00:00,127359,4214.3,4219.3,4129.6,4167.5,4213.5,4218.6,4128.9,4166.9,4213.9,4218.9,4129.3,4167.2
48,2015-01-13 22:00:00,7512,4167.7,4169.9,4143.0,4153.3,4166.9,4169.1,4142.1,4152.2,4167.3,4169.4,4142.6,4152.8
49,2015-01-14 02:00:00,7254,4153.2,4157.6,4140.1,4144.6,4152.4,4156.6,4139.2,4143.8,4152.8,4157.0,4139.8,4144.2
50,2015-01-14 06:00:00,36084,4144.7,4162.8,4119.9,4162.8,4143.6,4162.0,4119.0,4161.7,4144.2,4162.3,4119.6,4162.2
51,2015-01-14 10:00:00,40662,4163.1,4172.1,4106.4,4123.3,4161.8,4171.4,4105.7,4122.7,4162.4,4171.7,4106.1,4123.0
52,2015-01-14 14:00:00,125654,4123.2,4161.8,4114.7,4127.4,4122.4,4161.1,4114.0,4126.8,4122.8,4161.4,4114.4,4127.1
53,2015-01-14 18:00:00,88257,4127.5,4154.8,4103.3,4152.8,4126.7,4154.1,4102.7,4152.0,4127.1,4154.4,4103.0,4152.4
54,2015-01-14 22:00:00,3664,4152.9,4156.9,4148.9,4151.9,4151.8,4156.3,4148.2,4151.1,4152.4,4156.6,4148.6,4151.5
56,2015-01-15 02:00:00,4317,4152.1,4172.8,4149.5,4172.4,4151.0,4171.8,4148.7,4171.6,4151.6,4172.2,4149.2,4172.0
57,2015-01-15 06:00:00,31716,4172.4,4193.0,4094.4,4124.9,4171.8,4192.4,4093.3,4122.6,4172.1,4192.7,4094.1,4123.8
58,2015-01-15 10:00:00,75658,4124.5,4162.8,4109.0,4150.0,4123.9,4162.0,4107.2,4149.4,4124.2,4162.3,4108.2,4149.7
59,2015-01-15 14:00:00,148345,4150.1,4165.7,4085.6,4095.1,4149.3,4165.0,4084.9,4094.5,4149.7,4165.3,4085.3,4094.8
60,2015-01-15 18:00:00,74456,4095.3,4111.6,4080.9,4082.1,4094.5,4110.9,4079.9,4081.0,4094.9,4111.2,4080.6,4081.6
61,2015-01-15 22:00:00,9635,4081.8,4082.2,4055.1,4058.4,4081.2,4081.5,4054.5,4057.1,4081.5,4081.8,4054.8,4057.8
62,2015-01-16 02:00:00,9154,4058.3,4059.9,4044.4,4052.6,4057.2,4059.2,4043.7,4051.5,4057.8,4059.5,4044.1,4052.0
63,2015-01-16 06:00:00,24206,4052.4,4081.7,4046.9,4055.5,4051.6,4081.0,4046.2,4054.9,4052.0,4081.3,4046.6,4055.2
64,2015-01-16 10:00:00,26773,4055.5,4082.6,4046.0,4075.7,4054.7,4081.9,4045.2,4075.1,4055.1,4082.2,4045.7,4075.4
65,2015-01-16 14:00:00,123199,4075.8,4123.7,4073.4,4115.1,4075.0,4122.9,4072.6,4114.3,4075.4,4123.3,4073.1,4114.7
66,2015-01-16 18:00:00,38795,4114.9,4139.9,4102.5,4135.5,4114.3,4139.3,4101.7,4134.9,4114.6,4139.6,4102.1,4135.2
67,2015-01-18 22:00:00,9235,4140.3,4157.6,4127.0,4136.2,4138.7,4157.0,4126.1,4135.6,4139.5,4157.3,4126.6,4135.9
68,2015-01-19 02:00:00,6409,4136.1,4143.9,4127.8,4133.2,4135.3,4142.8,4127.1,4132.4,4135.7,4143.2,4127.5,4132.8
69,2015-01-19 06:00:00,21574,4133.3,4135.9,4119.0,4122.0,4132.7,4135.2,4118.4,4121.2,4133.0,4135.5,4118.7,4121.6
70,2015-01-19 10:00:00,11503,4121.8,4136.9,4115.8,4136.4,4121.2,4136.2,4115.1,4135.6,4121.5,4136.5,4115.5,4136.0
71,2015-01-19 14:00:00,11421,4136.5,4151.1,4125.0,4129.8,4135.9,4150.4,4124.3,4128.2,4136.2,4150.7,4124.7,4129.0
72,2015-01-19 22:00:00,4940,4131.0,4146.9,4126.2,4145.3,4129.4,4146.2,4125.3,4144.5,4130.2,4146.5,4125.8,4144.9
